time,value
2024-03-08T23:21:30.946982796Z,204
2024-03-08T23:21:31.473031566Z,210
2024-03-08T23:21:32.016970982Z,208
2024-03-08T23:21:32.543094906Z,210
2024-03-08T23:21:33.061308091Z,214
2024-03-08T23:21:33.597025279Z,216
2024-03-08T23:21:34.121025123Z,215
2024-03-08T23:21:35.443737666Z,168
2024-03-08T23:21:36.085899165Z,153
2024-03-08T23:21:36.617272813Z,149
2024-03-08T23:21:37.155319636Z,147
2024-03-08T23:21:37.689732903Z,151
2024-03-08T23:21:38.229437025Z,152
2024-03-08T23:21:38.769052191Z,188
2024-03-08T23:21:39.302775191Z,219
2024-03-08T23:21:39.829214257Z,225
2024-03-08T23:21:40.361200383Z,224
2024-03-08T23:21:40.897825196Z,221
2024-03-08T23:21:41.428920207Z,223
2024-03-08T23:21:41.973236007Z,227
2024-03-08T23:21:43.001076457Z,199
2024-03-08T23:21:43.533346584Z,190
2024-03-08T23:21:44.073011839Z,191
2024-03-08T23:21:44.609252033Z,190
2024-03-08T23:21:45.143114131Z,189
2024-03-08T23:21:45.674405599Z,188
2024-03-08T23:21:46.212075372Z,224
2024-03-08T23:21:46.75698451Z,226
2024-03-08T23:21:47.294992798Z,223
2024-03-08T23:21:50.866834444Z,217
2024-03-08T23:21:51.417251014Z,215
2024-03-08T23:21:51.945516964Z,217
2024-03-08T23:21:52.472821001Z,209
2024-03-08T23:21:53.013114061Z,210
2024-03-08T23:21:53.542925079Z,212
2024-03-08T23:21:54.087187135Z,216
2024-03-08T23:21:54.615012513Z,215
2024-03-08T23:21:55.146675043Z,226
2024-03-08T23:21:55.67501723Z,225
2024-03-08T23:21:56.382983318Z,224
2024-03-08T23:21:56.9191312Z,218
2024-03-08T23:21:57.458304851Z,222
2024-03-08T23:21:58.001588705Z,223
2024-03-08T23:21:59.369931179Z,169
2024-03-08T23:22:00.069779513Z,151
2024-03-08T23:22:00.591231993Z,147
2024-03-08T23:22:01.13718369Z,148
2024-03-08T23:22:01.67941333Z,147
2024-03-08T23:22:02.605253071Z,186
2024-03-08T23:22:03.131411499Z,215
2024-03-08T23:22:04.051213046Z,198
2024-03-08T23:22:04.583305081Z,194
2024-03-08T23:22:05.120042321Z,193
2024-03-08T23:22:05.990977632Z,191
2024-03-08T23:22:06.514616629Z,203
2024-03-08T23:22:07.047691743Z,207
2024-03-08T23:22:07.583032616Z,213
2024-03-08T23:22:08.118956759Z,204
2024-03-08T23:22:12.104917717Z,127
2024-03-08T23:22:12.636743672Z,133
2024-03-08T23:22:13.183135624Z,142
2024-03-08T23:22:13.721551183Z,156
2024-03-08T23:22:14.268865605Z,174
2024-03-08T23:22:14.802930513Z,198
2024-03-08T23:22:15.343016418Z,214
2024-03-08T23:22:15.87900381Z,222
2024-03-08T23:22:16.4173979Z,221
2024-03-08T23:22:16.961560401Z,223
2024-03-08T23:22:17.961436042Z,201
2024-03-08T23:22:18.494967744Z,193
2024-03-08T23:22:19.026857835Z,196
2024-03-08T23:22:19.573054567Z,198
2024-03-08T23:22:20.213147356Z,193
2024-03-08T23:22:20.743072828Z,188
2024-03-08T23:22:21.278835139Z,217
2024-03-08T23:22:22.102875623Z,218
2024-03-08T23:22:22.629315153Z,209
2024-03-08T23:22:23.158964199Z,215
2024-03-08T23:22:23.68292458Z,218
2024-03-08T23:22:25.257997677Z,217
2024-03-08T23:22:25.777237724Z,222
2024-03-08T23:22:26.316992476Z,207
2024-03-08T23:22:26.846258433Z,209
2024-03-08T23:22:27.385656631Z,204
2024-03-08T23:22:27.923412526Z,205
2024-03-08T23:22:28.457100312Z,212
2024-03-08T23:22:28.989008683Z,227
2024-03-08T23:22:29.526963185Z,224
2024-03-08T23:22:30.063284286Z,227
2024-03-08T23:22:30.596981563Z,225
2024-03-08T23:22:32.036990412Z,176
2024-03-08T23:22:32.617205028Z,159
2024-03-08T23:22:33.138787213Z,155
2024-03-08T23:22:35.776265053Z,102
2024-03-08T23:22:37.129098821Z,86
2024-03-08T23:22:40.932960954Z,121
2024-03-08T23:22:41.457159371Z,126
2024-03-08T23:22:41.9839366Z,139
2024-03-08T23:22:42.521367173Z,156
2024-03-08T23:22:43.059298671Z,173
2024-03-08T23:22:43.593490094Z,196
2024-03-08T23:22:44.128868238Z,218
2024-03-08T23:22:44.674974993Z,217
2024-03-08T23:22:45.203921093Z,215
2024-03-08T23:22:45.735202934Z,222
2024-03-08T23:22:46.276443183Z,226
2024-03-08T23:22:46.819040006Z,225
2024-03-08T23:22:47.351189074Z,222
2024-03-08T23:22:47.889715517Z,225
2024-03-08T23:22:48.422773372Z,223
2024-03-08T23:22:48.960980621Z,222
2024-03-08T23:22:49.723117801Z,220
2024-03-08T23:22:51.096973963Z,168
2024-03-08T23:22:51.747035583Z,150
2024-03-08T23:22:52.27906099Z,145
2024-03-08T23:22:52.813171928Z,146
2024-03-08T23:22:53.811556556Z,136
2024-03-08T23:22:57.317365279Z,220
2024-03-08T23:22:57.841381859Z,216
2024-03-08T23:22:58.384972947Z,220
2024-03-08T23:22:58.917271755Z,222
2024-03-08T23:22:59.454006839Z,212
2024-03-08T23:22:59.995154191Z,213
2024-03-08T23:23:00.535113729Z,218
2024-03-08T23:23:01.074932842Z,207
2024-03-08T23:23:01.773809402Z,192
2024-03-08T23:23:02.306935563Z,201
2024-03-08T23:23:02.849035097Z,193
2024-03-08T23:23:04.747406751Z,138
2024-03-08T23:23:05.611126381Z,121
2024-03-08T23:23:07.213347764Z,97
2024-03-08T23:23:10.827181635Z,144
2024-03-08T23:23:11.359014143Z,147
2024-03-08T23:23:11.889007096Z,160
2024-03-08T23:23:12.426893576Z,182
2024-03-08T23:23:12.961009927Z,192
2024-03-08T23:23:13.495215501Z,202
2024-03-08T23:23:14.025751853Z,218
2024-03-08T23:23:14.572952991Z,216
2024-03-08T23:23:15.091035986Z,215
2024-03-08T23:23:15.757366124Z,230
2024-03-08T23:23:16.737083774Z,194
2024-03-08T23:23:17.275010016Z,183
2024-03-08T23:23:17.803235081Z,184
2024-03-08T23:23:18.341635939Z,169
2024-03-08T23:23:19.643126447Z,144
2024-03-08T23:23:20.171506424Z,135
2024-03-08T23:23:20.701203446Z,133
2024-03-08T23:23:21.2289372Z,153
2024-03-08T23:23:21.765044597Z,163
2024-03-08T23:23:22.305318503Z,165
2024-03-08T23:23:22.831696193Z,197
2024-03-08T23:23:23.365028395Z,215
2024-03-08T23:23:23.897454497Z,201
2024-03-08T23:23:25.329920275Z,152
2024-03-08T23:23:26.081702232Z,135
2024-03-08T23:23:29.373232567Z,153
2024-03-08T23:23:29.907038898Z,158
2024-03-08T23:23:30.439991973Z,160
2024-03-08T23:23:30.973380126Z,172
2024-03-08T23:23:31.501018392Z,188
2024-03-08T23:23:32.035677611Z,203
2024-03-08T23:23:32.56469942Z,212
2024-03-08T23:23:33.095175696Z,229
2024-03-08T23:23:33.624798816Z,225
2024-03-08T23:23:34.268891763Z,228
2024-03-08T23:23:34.809706278Z,223
2024-03-08T23:23:35.345196272Z,228
2024-03-08T23:23:35.880977882Z,227
2024-03-08T23:23:36.414936955Z,223
2024-03-08T23:23:36.950989734Z,217
2024-03-08T23:23:37.489070716Z,218
2024-03-08T23:23:38.02852016Z,216
2024-03-08T23:23:38.558967479Z,214
2024-03-08T23:23:39.09519475Z,221
2024-03-08T23:23:39.634811826Z,224
2024-03-08T23:23:40.185202465Z,223
2024-03-08T23:23:40.834496493Z,226
2024-03-08T23:23:41.367682694Z,221
2024-03-08T23:23:41.897067763Z,224
2024-03-08T23:23:42.485135605Z,223
2024-03-08T23:23:43.013204Z,218
2024-03-08T23:23:43.536865529Z,222
2024-03-08T23:23:44.061053797Z,215
2024-03-08T23:23:44.604947822Z,212
2024-03-08T23:23:45.252521854Z,215
2024-03-08T23:23:45.783073652Z,218
2024-03-08T23:23:46.327426005Z,216
2024-03-08T23:23:46.855276383Z,220
2024-03-08T23:23:47.383799395Z,219
2024-03-08T23:23:47.909771188Z,215
2024-03-08T23:23:48.442865648Z,218
2024-03-08T23:23:49.654963256Z,184
2024-03-08T23:23:50.189150717Z,174
2024-03-08T23:23:50.719163342Z,172
2024-03-08T23:23:51.25816466Z,174
2024-03-08T23:23:51.797234999Z,167
2024-03-08T23:23:52.333470777Z,166
2024-03-08T23:23:52.870299987Z,194
2024-03-08T23:23:53.411287059Z,215
2024-03-08T23:23:53.947682465Z,214
2024-03-08T23:23:54.47835702Z,220
2024-03-08T23:23:55.039606904Z,224
2024-03-08T23:23:55.52291831Z,221
2024-03-08T23:23:56.069044968Z,223
2024-03-08T23:23:56.595114753Z,202
2024-03-08T23:23:57.137063484Z,206
2024-03-08T23:23:57.894703671Z,200
2024-03-08T23:23:58.435279616Z,201
2024-03-08T23:23:58.971423362Z,195
2024-03-08T23:23:59.513131339Z,209
2024-03-08T23:24:00.046658871Z,206
2024-03-08T23:24:00.56335278Z,200
2024-03-08T23:24:01.093236925Z,206
2024-03-08T23:24:01.618606415Z,198
2024-03-08T23:24:02.145638607Z,209
2024-03-08T23:24:02.677140027Z,208
2024-03-08T23:24:03.207118788Z,215
2024-03-08T23:24:03.731178752Z,214
2024-03-08T23:24:04.256929447Z,211
2024-03-08T23:24:04.788964565Z,209
2024-03-08T23:24:05.319584633Z,207
2024-03-08T23:24:05.863496976Z,208
2024-03-08T23:24:06.399302375Z,206
2024-03-08T23:24:06.928140537Z,222
2024-03-08T23:24:07.909355917Z,202
2024-03-08T23:24:08.443710917Z,196
2024-03-08T23:24:08.972259518Z,192
2024-03-08T23:24:09.505032525Z,194
2024-03-08T23:24:10.039050061Z,196
2024-03-08T23:24:10.573387848Z,195
2024-03-08T23:24:11.097304522Z,219
2024-03-08T23:24:11.635176015Z,226
2024-03-08T23:24:12.16687474Z,225
2024-03-08T23:24:12.692889781Z,223
2024-03-08T23:24:13.229151699Z,225
2024-03-08T23:24:13.765581621Z,226
2024-03-08T23:24:14.297013652Z,202
2024-03-08T23:24:14.837176178Z,204
2024-03-08T23:24:15.371135939Z,206
2024-03-08T23:24:15.897116676Z,204
2024-03-08T23:24:16.431060812Z,199
2024-03-08T23:24:16.985029943Z,218
2024-03-08T23:24:17.971050762Z,186
2024-03-08T23:24:18.503441291Z,176
2024-03-08T23:24:19.042979521Z,178
2024-03-08T23:24:19.575338406Z,177
2024-03-08T23:24:20.111246965Z,182
2024-03-08T23:24:20.643080106Z,184
2024-03-08T23:24:21.174954609Z,227
2024-03-08T23:24:21.69680666Z,226
2024-03-08T23:24:23.027312974Z,182
2024-03-08T23:24:23.56316106Z,167
2024-03-08T23:24:24.093319896Z,164
2024-03-08T23:24:24.626895412Z,162
2024-03-08T23:24:25.172728067Z,161
2024-03-08T23:24:26.667015695Z,132
2024-03-08T23:24:27.36920666Z,139
2024-03-08T23:24:27.886884578Z,144
2024-03-08T23:24:28.430796118Z,148
2024-03-08T23:24:28.961484605Z,149
2024-03-08T23:24:30.181412913Z,132
2024-03-08T23:24:30.644976524Z,152
2024-03-08T23:24:31.17312045Z,167
2024-03-08T23:24:31.703007911Z,170
2024-03-08T23:24:32.637200427Z,171
2024-03-08T23:24:33.175677519Z,202
2024-03-08T23:24:33.693400835Z,218
2024-03-08T23:24:34.226830683Z,225
2024-03-08T23:24:34.762983095Z,227
2024-03-08T23:24:35.309339367Z,218
2024-03-08T23:24:35.852440247Z,217
2024-03-08T23:24:36.382275526Z,215
2024-03-08T23:24:36.91543795Z,224
2024-03-08T23:24:37.449824047Z,214
2024-03-08T23:24:37.978916995Z,218
2024-03-08T23:24:39.023204417Z,194
2024-03-08T23:24:39.549549532Z,186
2024-03-08T23:24:40.079102484Z,181
2024-03-08T23:24:40.602950022Z,188
2024-03-08T23:24:41.13899299Z,191
2024-03-08T23:24:42.014149952Z,202
2024-03-08T23:24:42.541098415Z,209
2024-03-08T23:24:43.066939111Z,202
2024-03-08T23:24:44.229987582Z,204
2024-03-08T23:24:44.773336754Z,215
2024-03-08T23:24:45.3112102Z,217
2024-03-08T23:24:46.696983818Z,173
2024-03-08T23:24:47.307646246Z,158
2024-03-08T23:24:47.841003702Z,154
2024-03-08T23:24:48.372970241Z,148
2024-03-08T23:24:48.901186603Z,150
2024-03-08T23:24:49.438418541Z,156
2024-03-08T23:24:49.968992674Z,191
2024-03-08T23:24:50.503249099Z,218
2024-03-08T23:24:51.043067864Z,230
2024-03-08T23:24:51.579041818Z,227
2024-03-08T23:24:52.120836258Z,224
2024-03-08T23:24:52.651143935Z,223
2024-03-08T23:24:53.186130428Z,224
2024-03-08T23:24:53.830418828Z,227
2024-03-08T23:24:54.347103087Z,221
2024-03-08T23:24:54.883681461Z,218
2024-03-08T23:24:56.329016967Z,171
2024-03-08T23:24:56.910871999Z,155
2024-03-08T23:24:57.440955544Z,151
2024-03-08T23:24:57.970800268Z,150
2024-03-08T23:24:58.504781617Z,154
2024-03-08T23:24:59.27791296Z,150
2024-03-08T23:24:59.803778416Z,182
2024-03-08T23:25:00.347063414Z,207
2024-03-08T23:25:00.890825473Z,204
2024-03-08T23:25:01.413038573Z,205
2024-03-08T23:25:01.945013583Z,209
2024-03-08T23:25:02.485627642Z,219
2024-03-08T23:25:03.015031266Z,224
2024-03-08T23:25:03.552937022Z,227
2024-03-08T23:25:04.703737962Z,229
2024-03-08T23:25:05.23892509Z,224
2024-03-08T23:25:05.775006057Z,218
2024-03-08T23:25:06.308310403Z,217
2024-03-09T18:32:53.261677316Z,217
2024-03-09T18:34:00.398771427Z,44
2024-03-09T18:34:01.218213145Z,46
2024-03-09T18:34:01.744590264Z,50
2024-03-09T18:34:02.280432554Z,60
2024-03-09T18:34:02.814486899Z,77
2024-03-09T18:34:03.348389537Z,108
2024-03-09T18:34:03.872854337Z,176
2024-03-09T18:34:04.40918207Z,229
2024-03-09T18:34:04.946370729Z,231
2024-03-09T18:34:25.370632825Z,154
2024-03-09T18:34:25.894251838Z,166
2024-03-09T18:34:26.422312706Z,179
2024-03-09T18:34:26.95449795Z,193
2024-03-09T18:34:27.496352458Z,211
2024-03-09T18:34:28.034371107Z,232
2024-03-09T18:34:28.586285187Z,231
2024-03-09T18:35:10.524776692Z,231
2024-03-09T18:35:11.062517513Z,91
2024-03-09T18:35:11.598401748Z,102
2024-03-09T18:35:12.122240762Z,151
2024-03-09T18:35:12.664283491Z,200
2024-03-09T18:35:13.200074448Z,213
2024-03-09T18:35:13.732152863Z,225
2024-03-09T18:35:14.262647712Z,226
2024-03-09T18:35:14.798463523Z,225
2024-03-09T18:35:15.334156625Z,224
2024-03-09T18:35:15.872295796Z,227
2024-03-09T18:35:16.409979407Z,225
2024-03-09T18:35:16.946069846Z,224
2024-03-09T18:35:17.769177341Z,215
2024-03-09T18:35:19.140109254Z,162
2024-03-09T18:35:19.842290585Z,145
2024-03-09T18:35:20.366289049Z,141
2024-03-09T18:35:20.90209221Z,140
2024-03-09T18:35:21.424518954Z,131
2024-03-09T18:35:21.957992537Z,130
2024-03-09T18:35:22.494388778Z,133
2024-03-09T18:35:23.028167134Z,163
2024-03-09T18:35:23.564143914Z,191
2024-03-09T18:35:24.094200517Z,207
2024-03-09T18:35:24.632407457Z,216
2024-03-09T18:35:25.560984639Z,223
2024-03-09T18:35:26.090138337Z,224
2024-03-09T18:35:26.614381455Z,221
2024-03-09T18:35:27.158465267Z,217
2024-03-09T18:35:27.694086871Z,216
2024-03-09T18:35:28.230667668Z,213
2024-03-09T18:35:28.754269692Z,212
2024-03-09T18:35:29.284503523Z,220
2024-03-09T18:35:29.824330022Z,225
2024-03-09T18:35:30.48840832Z,226
2024-03-09T18:35:31.010080395Z,219
2024-03-09T18:35:31.548235214Z,217
2024-03-09T18:35:32.080544782Z,208
2024-03-09T18:35:32.610536349Z,204
2024-03-09T18:35:33.153140525Z,207
2024-03-09T18:35:33.679356922Z,209
2024-03-09T18:35:34.220340553Z,204
2024-03-09T18:35:34.754472874Z,213
2024-03-09T18:35:35.296077698Z,215
2024-03-09T18:35:35.834384316Z,211
2024-03-09T18:35:36.654624324Z,213
2024-03-09T18:35:37.184076508Z,209
2024-03-09T18:35:37.708955403Z,211
2024-03-09T18:35:38.2396924Z,204
2024-03-09T18:35:38.772561409Z,199
2024-03-09T18:35:39.302278207Z,200
2024-03-09T18:35:39.830543856Z,194
2024-03-09T18:35:40.356220086Z,199
2024-03-09T18:35:40.896425397Z,208
2024-03-09T18:35:41.428235091Z,204
2024-03-09T18:35:41.962360734Z,211
2024-03-09T18:35:42.489336408Z,230
2024-03-09T18:35:43.014570047Z,228
2024-03-09T18:35:43.542345593Z,226
2024-03-09T18:35:44.0804888Z,218
2024-03-09T18:35:44.622386705Z,208
2024-03-09T18:35:45.149586361Z,205
2024-03-09T18:35:45.684414115Z,206
2024-03-09T18:35:46.21821965Z,202
2024-03-09T18:35:46.749066318Z,212
2024-03-09T18:35:47.290559378Z,224
2024-03-09T18:35:47.812243069Z,226
2024-03-09T18:35:48.342216053Z,227
2024-03-09T18:35:48.878332458Z,231
2024-03-09T18:35:49.414486164Z,229
2024-03-09T18:35:49.946247518Z,226
2024-03-09T18:35:50.59841126Z,229
2024-03-09T18:35:51.147054923Z,226
2024-03-09T18:35:52.248503793Z,188
2024-03-09T18:35:52.780418598Z,175
2024-03-09T18:35:53.302477348Z,172
2024-03-09T18:35:53.840925229Z,168
2024-03-09T18:35:54.372521537Z,165
2024-03-09T18:35:54.910234377Z,166
2024-03-09T18:35:55.444287788Z,194
2024-03-09T18:35:55.984530342Z,213
2024-03-09T18:35:56.518196159Z,221
2024-03-09T18:35:57.054533558Z,223
2024-03-09T18:35:57.586152819Z,224
2024-03-09T18:36:00.2244866Z,130
2024-03-09T18:36:01.542376352Z,106
2024-03-09T18:36:02.812044255Z,90
2024-03-09T18:36:03.614745017Z,83
2024-03-09T18:36:05.206250128Z,70
2024-03-09T18:36:06.189326931Z,64
2024-03-09T18:36:09.430526798Z,222
2024-03-09T18:36:09.972155171Z,223
2024-03-09T18:36:10.510388041Z,207
2024-03-09T18:36:11.049503362Z,210
2024-03-09T18:36:11.584193411Z,211
2024-03-09T18:36:12.124173223Z,212
2024-03-09T18:36:12.650302255Z,209
2024-03-09T18:36:13.188177671Z,227
2024-03-09T18:36:13.716128212Z,222
2024-03-09T18:36:14.262247594Z,223
2024-03-09T18:36:14.786336204Z,224
2024-03-09T18:36:16.100275941Z,182
2024-03-09T18:36:16.634519912Z,168
2024-03-09T18:36:21.122389837Z,96
2024-03-09T18:36:21.652837993Z,100
2024-03-09T18:36:22.18603902Z,113
2024-03-09T18:36:22.71630594Z,131
2024-03-09T18:36:23.253587235Z,155
2024-03-09T18:36:23.77825533Z,189
2024-03-09T18:36:24.306330976Z,223
2024-03-09T18:36:24.840493985Z,227
2024-03-09T18:36:25.370269249Z,226
2024-03-09T18:36:25.898400018Z,227
2024-03-09T18:36:26.426740723Z,228
2024-03-09T18:36:29.32618341Z,124
2024-03-09T18:36:30.820390385Z,98
2024-03-09T18:36:34.016279173Z,214
2024-03-09T18:36:34.544264902Z,216
2024-03-09T18:36:35.076232578Z,203
2024-03-09T18:36:35.614202378Z,207
2024-03-09T18:36:36.138874942Z,209
2024-03-09T18:36:36.668171795Z,213
2024-03-09T18:36:38.002271115Z,181
2024-03-09T18:36:38.588282342Z,167
2024-03-09T18:36:39.11426892Z,162
2024-03-09T18:36:39.652223889Z,160
2024-03-09T18:36:40.190196724Z,159
2024-03-09T18:36:40.732339212Z,158
2024-03-09T18:36:41.268514629Z,191
2024-03-09T18:36:41.794380494Z,219
2024-03-09T18:36:42.322243603Z,224
2024-03-09T18:36:42.854126719Z,225
2024-03-09T18:36:43.388644954Z,224
2024-03-09T18:36:43.924267754Z,228
2024-03-09T18:36:44.456623415Z,227
2024-03-09T18:36:44.994029266Z,226
2024-03-09T18:36:45.532197567Z,221
2024-03-09T18:36:46.064213901Z,227
2024-03-09T18:36:46.588397972Z,226
2024-03-09T18:36:47.398099344Z,216
2024-03-09T18:36:51.020103298Z,189
2024-03-09T18:36:51.544150657Z,188
2024-03-09T18:36:52.080265789Z,196
2024-03-09T18:36:52.618240983Z,198
2024-03-09T18:36:53.16235637Z,202
2024-03-09T18:36:53.686339015Z,208
2024-03-09T18:36:54.22641888Z,218
2024-03-09T18:36:54.758413052Z,216
2024-03-09T18:36:55.293292956Z,221
2024-03-09T18:36:55.824383114Z,224
2024-03-09T18:36:56.36036313Z,227
2024-03-09T18:36:56.899149032Z,224
2024-03-09T18:36:57.430479625Z,225
2024-03-09T18:36:58.080325626Z,228
2024-03-09T18:36:58.624218156Z,225
2024-03-09T18:36:59.210487049Z,224
2024-03-09T18:37:00.432460674Z,178
2024-03-09T18:37:01.030247315Z,162
2024-03-09T18:37:01.55437693Z,157
2024-03-09T18:37:02.094101732Z,155
2024-03-09T18:37:05.712948289Z,229
2024-03-09T18:37:10.012207785Z,102
2024-03-09T18:37:10.544251735Z,106
2024-03-09T18:37:11.078292595Z,119
2024-03-09T18:37:11.610496181Z,136
2024-03-09T18:37:12.152271978Z,160
2024-03-09T18:37:12.691271499Z,192
2024-03-09T18:37:13.226331329Z,222
2024-03-09T18:37:13.766186533Z,225
2024-03-09T18:37:14.298285201Z,224
2024-03-09T18:37:14.840364528Z,223
2024-03-09T18:37:15.382370625Z,224
2024-03-09T18:37:15.928160912Z,223
2024-03-09T18:37:16.477964767Z,222
2024-03-09T18:37:17.404181726Z,204
2024-03-09T18:37:17.928380401Z,199
2024-03-09T18:37:18.460238811Z,200
2024-03-09T18:37:19.008967811Z,204
2024-03-09T18:37:21.636257778Z,120
2024-03-09T18:37:23.026271588Z,97
2024-03-09T18:37:26.302357254Z,200
2024-03-09T18:37:26.83235846Z,203
2024-03-09T18:37:27.370547184Z,198
2024-03-09T18:37:27.918384324Z,202
2024-03-09T18:37:28.456284603Z,206
2024-03-09T18:37:28.99657043Z,211
2024-03-09T18:37:29.540443834Z,212
2024-03-09T18:37:30.067457443Z,222
2024-03-09T18:37:30.616558258Z,223
2024-03-09T18:37:34.788249325Z,127
2024-03-09T18:37:35.320430569Z,131
2024-03-09T18:37:35.857255114Z,142
2024-03-09T18:37:36.390382442Z,157
2024-03-09T18:37:36.9243002Z,175
2024-03-09T18:37:37.462351996Z,198
2024-03-09T18:37:38.006308011Z,221
2024-03-09T18:37:38.544290341Z,223
2024-03-09T18:37:39.082863152Z,224
2024-03-09T18:37:39.622330209Z,223
2024-03-09T18:37:40.15814871Z,226
2024-03-09T18:37:40.684236756Z,224
2024-03-09T18:37:42.118315814Z,175
2024-03-09T18:37:42.706191151Z,159
2024-03-09T18:37:43.236145144Z,155
2024-03-09T18:37:43.782417283Z,153
2024-03-09T18:37:45.900297768Z,112
2024-03-09T18:37:46.884059021Z,99
2024-03-09T18:37:50.354329127Z,164
2024-03-09T18:37:50.889740023Z,170
2024-03-09T18:37:51.414237991Z,172
2024-03-09T18:37:51.950161486Z,183
2024-03-09T18:37:52.490324825Z,195
2024-03-09T18:37:53.014229783Z,207
2024-03-09T18:37:53.546370037Z,215
2024-03-09T18:37:54.083212422Z,228
2024-03-09T18:37:54.614269316Z,227
2024-03-09T18:37:55.134206172Z,226
2024-03-09T18:37:55.66935006Z,229
2024-03-09T18:37:56.204197338Z,227
2024-03-09T18:37:56.732221116Z,226
2024-03-09T18:37:57.844859597Z,194
2024-03-09T18:37:58.370278036Z,183
2024-03-09T18:37:58.890545135Z,184
2024-03-09T18:37:59.420403607Z,169
2024-03-09T18:38:00.564308083Z,142
2024-03-09T18:38:01.160450189Z,132
2024-03-09T18:38:01.689608359Z,130
2024-03-09T18:38:02.216028455Z,140
2024-03-09T18:38:02.742722854Z,146
2024-03-09T18:38:03.287297442Z,158
2024-03-09T18:38:03.819035801Z,194
2024-03-09T18:38:04.357551449Z,221
2024-03-09T18:38:04.894323312Z,227
2024-03-09T18:38:05.448782188Z,228
2024-03-09T18:38:05.977603516Z,223
2024-03-09T18:38:06.962455066Z,200
2024-03-09T18:38:07.500198532Z,193
2024-03-09T18:38:08.824614536Z,158
2024-03-09T18:38:09.404363519Z,147
2024-03-09T18:38:09.928187838Z,144
