date,time,value
2024-03-09,18:34:00,44
2024-03-09,18:34:01,46
2024-03-09,18:34:01,50
2024-03-09,18:34:02,60
2024-03-09,18:34:02,77
2024-03-09,18:34:03,108
2024-03-09,18:34:03,176
2024-03-09,18:34:04,229
2024-03-09,18:34:04,231
2024-03-09,18:34:25,154
2024-03-09,18:34:25,166
2024-03-09,18:34:26,179
2024-03-09,18:34:26,193
2024-03-09,18:34:27,211
2024-03-09,18:34:28,232
2024-03-09,18:34:28,231
2024-03-09,18:35:10,231
2024-03-09,18:35:11,91
2024-03-09,18:35:11,102
2024-03-09,18:35:12,151
2024-03-09,18:35:12,200
2024-03-09,18:35:13,213
2024-03-09,18:35:13,225
2024-03-09,18:35:14,226
2024-03-09,18:35:14,225
2024-03-09,18:35:15,224
2024-03-09,18:35:15,227
2024-03-09,18:35:16,225
2024-03-09,18:35:16,224
2024-03-09,18:35:17,215
2024-03-09,18:35:19,162
2024-03-09,18:35:19,145
2024-03-09,18:35:20,141
2024-03-09,18:35:20,140
2024-03-09,18:35:21,131
2024-03-09,18:35:21,130
2024-03-09,18:35:22,133
2024-03-09,18:35:23,163
2024-03-09,18:35:23,191
2024-03-09,18:35:24,207
2024-03-09,18:35:24,216
2024-03-09,18:35:25,223
2024-03-09,18:35:26,224
2024-03-09,18:35:26,221
2024-03-09,18:35:27,217
2024-03-09,18:35:27,216
2024-03-09,18:35:28,213
2024-03-09,18:35:28,212
2024-03-09,18:35:29,220
2024-03-09,18:35:29,225
2024-03-09,18:35:30,226
2024-03-09,18:35:31,219
2024-03-09,18:35:31,217
2024-03-09,18:35:32,208
2024-03-09,18:35:32,204
2024-03-09,18:35:33,207
2024-03-09,18:35:33,209
2024-03-09,18:35:34,204
2024-03-09,18:35:34,213
2024-03-09,18:35:35,215
2024-03-09,18:35:35,211
2024-03-09,18:35:36,213
2024-03-09,18:35:37,209
2024-03-09,18:35:37,211
2024-03-09,18:35:38,204
2024-03-09,18:35:38,199
2024-03-09,18:35:39,200
2024-03-09,18:35:39,194
2024-03-09,18:35:40,199
2024-03-09,18:35:40,208
2024-03-09,18:35:41,204
2024-03-09,18:35:41,211
2024-03-09,18:35:42,230
2024-03-09,18:35:43,228
2024-03-09,18:35:43,226
2024-03-09,18:35:44,218
2024-03-09,18:35:44,208
2024-03-09,18:35:45,205
2024-03-09,18:35:45,206
2024-03-09,18:35:46,202
2024-03-09,18:35:46,212
2024-03-09,18:35:47,224
2024-03-09,18:35:47,226
2024-03-09,18:35:48,227
2024-03-09,18:35:48,231
2024-03-09,18:35:49,229
2024-03-09,18:35:49,226
2024-03-09,18:35:50,229
2024-03-09,18:35:51,226
2024-03-09,18:35:52,188
2024-03-09,18:35:52,175
2024-03-09,18:35:53,172
2024-03-09,18:35:53,168
2024-03-09,18:35:54,165
2024-03-09,18:35:54,166
2024-03-09,18:35:55,194
2024-03-09,18:35:55,213
2024-03-09,18:35:56,221
2024-03-09,18:35:57,223
2024-03-09,18:35:57,224
2024-03-09,18:36:00,130
2024-03-09,18:36:01,106
2024-03-09,18:36:02,90
2024-03-09,18:36:03,83
2024-03-09,18:36:05,70
2024-03-09,18:36:06,64
2024-03-09,18:36:09,222
2024-03-09,18:36:09,223
2024-03-09,18:36:10,207
2024-03-09,18:36:11,210
2024-03-09,18:36:11,211
2024-03-09,18:36:12,212
2024-03-09,18:36:12,209
2024-03-09,18:36:13,227
2024-03-09,18:36:13,222
2024-03-09,18:36:14,223
2024-03-09,18:36:14,224
2024-03-09,18:36:16,182
2024-03-09,18:36:16,168
2024-03-09,18:36:21,96
2024-03-09,18:36:21,100
2024-03-09,18:36:22,113
2024-03-09,18:36:22,131
2024-03-09,18:36:23,155
2024-03-09,18:36:23,189
2024-03-09,18:36:24,223
2024-03-09,18:36:24,227
2024-03-09,18:36:25,226
2024-03-09,18:36:25,227
2024-03-09,18:36:26,228
2024-03-09,18:36:29,124
2024-03-09,18:36:30,98
2024-03-09,18:36:34,214
2024-03-09,18:36:34,216
2024-03-09,18:36:35,203
2024-03-09,18:36:35,207
2024-03-09,18:36:36,209
2024-03-09,18:36:36,213
2024-03-09,18:36:38,181
2024-03-09,18:36:38,167
2024-03-09,18:36:39,162
2024-03-09,18:36:39,160
2024-03-09,18:36:40,159
2024-03-09,18:36:40,158
2024-03-09,18:36:41,191
2024-03-09,18:36:41,219
2024-03-09,18:36:42,224
2024-03-09,18:36:42,225
2024-03-09,18:36:43,224
2024-03-09,18:36:43,228
2024-03-09,18:36:44,227
2024-03-09,18:36:44,226
2024-03-09,18:36:45,221
2024-03-09,18:36:46,227
2024-03-09,18:36:46,226
2024-03-09,18:36:47,216
2024-03-09,18:36:51,189
2024-03-09,18:36:51,188
2024-03-09,18:36:52,196
2024-03-09,18:36:52,198
2024-03-09,18:36:53,202
2024-03-09,18:36:53,208
2024-03-09,18:36:54,218
2024-03-09,18:36:54,216
2024-03-09,18:36:55,221
2024-03-09,18:36:55,224
2024-03-09,18:36:56,227
2024-03-09,18:36:56,224
2024-03-09,18:36:57,225
2024-03-09,18:36:58,228
2024-03-09,18:36:58,225
2024-03-09,18:36:59,224
2024-03-09,18:37:00,178
2024-03-09,18:37:01,162
2024-03-09,18:37:01,157
2024-03-09,18:37:02,155
2024-03-09,18:37:05,229
2024-03-09,18:37:10,102
2024-03-09,18:37:10,106
2024-03-09,18:37:11,119
2024-03-09,18:37:11,136
2024-03-09,18:37:12,160
2024-03-09,18:37:12,192
2024-03-09,18:37:13,222
2024-03-09,18:37:13,225
2024-03-09,18:37:14,224
2024-03-09,18:37:14,223
2024-03-09,18:37:15,224
2024-03-09,18:37:15,223
2024-03-09,18:37:16,222
2024-03-09,18:37:17,204
2024-03-09,18:37:17,199
2024-03-09,18:37:18,200
2024-03-09,18:37:19,204
2024-03-09,18:37:21,120
2024-03-09,18:37:23,97
2024-03-09,18:37:26,200
2024-03-09,18:37:26,203
2024-03-09,18:37:27,198
2024-03-09,18:37:27,202
2024-03-09,18:37:28,206
2024-03-09,18:37:28,211
2024-03-09,18:37:29,212
2024-03-09,18:37:30,222
2024-03-09,18:37:30,223
2024-03-09,18:37:34,127
2024-03-09,18:37:35,131
2024-03-09,18:37:35,142
2024-03-09,18:37:36,157
2024-03-09,18:37:36,175
2024-03-09,18:37:37,198
2024-03-09,18:37:38,221
2024-03-09,18:37:38,223
2024-03-09,18:37:39,224
2024-03-09,18:37:39,223
2024-03-09,18:37:40,226
2024-03-09,18:37:40,224
2024-03-09,18:37:42,175
2024-03-09,18:37:42,159
2024-03-09,18:37:43,155
2024-03-09,18:37:43,153
2024-03-09,18:37:45,112
2024-03-09,18:37:46,99
2024-03-09,18:37:50,164
2024-03-09,18:37:50,170
2024-03-09,18:37:51,172
2024-03-09,18:37:51,183
2024-03-09,18:37:52,195
2024-03-09,18:37:53,207
2024-03-09,18:37:53,215
2024-03-09,18:37:54,228
2024-03-09,18:37:54,227
2024-03-09,18:37:55,226
2024-03-09,18:37:55,229
2024-03-09,18:37:56,227
2024-03-09,18:37:56,226
2024-03-09,18:37:57,194
2024-03-09,18:37:58,183
2024-03-09,18:37:58,184
2024-03-09,18:37:59,169
2024-03-09,18:38:00,142
2024-03-09,18:38:01,132
2024-03-09,18:38:01,130
2024-03-09,18:38:02,140
2024-03-09,18:38:02,146
2024-03-09,18:38:03,158
2024-03-09,18:38:03,194
2024-03-09,18:38:04,221
2024-03-09,18:38:04,227
2024-03-09,18:38:05,228
2024-03-09,18:38:05,223
2024-03-09,18:38:06,200
2024-03-09,18:38:07,193
2024-03-09,18:38:08,158
2024-03-09,18:38:09,147
2024-03-09,18:38:09,144
2024-03-09,18:38:10,143
2024-03-09,18:38:10,154
2024-03-09,18:38:11,160
2024-03-09,18:38:12,192
2024-03-09,18:38:12,221
2024-03-09,18:38:13,225
2024-03-09,18:38:13,226
2024-03-09,18:38:14,225
2024-03-09,18:38:14,226
2024-03-09,18:38:15,227
2024-03-09,18:38:15,223
2024-03-09,18:38:16,215
2024-03-09,18:38:17,214
2024-03-09,18:38:17,216
2024-03-09,18:38:18,215
2024-03-09,18:38:19,181
2024-03-09,18:38:19,167
2024-03-09,18:38:23,194
2024-03-09,18:38:24,193
2024-03-09,18:38:24,196
2024-03-09,18:38:25,200
2024-03-09,18:38:25,205
2024-03-09,18:38:26,212
2024-03-09,18:38:26,221
2024-03-09,18:38:27,225
2024-03-09,18:38:27,223
2024-03-09,18:38:28,225
2024-03-09,18:38:29,227
2024-03-09,18:38:29,223
2024-03-09,18:38:30,227
2024-03-09,18:38:30,223
2024-03-09,18:38:32,226
2024-03-09,18:38:32,223
2024-03-09,18:38:36,205
2024-03-09,18:38:36,208
2024-03-09,18:38:37,201
2024-03-09,18:38:37,205
2024-03-09,18:38:38,209
2024-03-09,18:38:38,212
2024-03-09,18:38:39,215
2024-03-09,18:38:39,227
2024-03-09,18:38:40,225
2024-03-09,18:38:40,223
2024-03-09,18:38:41,224
2024-03-09,18:38:42,227
2024-03-09,18:38:42,226
2024-03-09,18:38:44,155
2024-03-09,18:38:45,129
2024-03-09,18:38:46,100
2024-03-09,18:38:50,165
2024-03-09,18:38:51,170
2024-03-09,18:38:53,109
2024-03-09,18:38:55,91
2024-03-09,18:38:58,155
2024-03-09,18:38:59,161
2024-03-09,18:38:59,164
2024-03-09,18:39:00,174
2024-03-09,18:39:00,183
2024-03-09,18:39:01,191
2024-03-09,18:39:01,193
2024-03-09,18:39:02,205
2024-03-09,18:39:04,120
2024-03-09,18:39:06,100
2024-03-09,18:39:09,158
2024-03-09,18:39:10,164
2024-03-09,18:39:11,153
2024-03-09,18:39:14,99
2024-03-09,18:39:15,83
2024-03-09,18:39:19,202
2024-03-09,18:39:19,201
2024-03-09,18:39:20,206
2024-03-09,18:39:20,205
2024-03-09,18:39:21,206
2024-03-09,18:39:21,210
2024-03-09,18:39:22,216
2024-03-09,18:39:22,215
2024-03-09,18:39:23,220
2024-03-09,18:39:23,223
2024-03-09,18:39:24,225
2024-03-09,18:39:24,224
2024-03-09,18:39:25,225
2024-03-09,18:39:26,224
2024-03-09,18:39:26,225
2024-03-09,18:39:27,224
2024-03-09,18:39:27,225
2024-03-09,18:39:28,228
2024-03-09,18:39:28,225
2024-03-09,18:39:29,226
2024-03-09,18:39:30,165
2024-03-09,18:39:31,145
2024-03-09,18:39:35,171
2024-03-09,18:39:35,175
2024-03-09,18:39:36,180
2024-03-09,18:39:36,188
2024-03-09,18:39:37,197
2024-03-09,18:39:37,205
2024-03-09,18:39:38,212
2024-03-09,18:39:38,220
2024-03-09,18:39:39,226
2024-03-09,18:39:39,227
2024-03-09,18:39:40,230
2024-03-09,18:39:40,229
2024-03-09,18:39:41,227
2024-03-09,18:39:42,224
2024-03-09,18:39:42,223
2024-03-09,18:39:46,124
2024-03-09,18:39:47,129
2024-03-09,18:39:47,139
2024-03-09,18:39:48,154
2024-03-09,18:39:48,174
2024-03-09,18:39:49,199
2024-03-09,18:39:49,215
2024-03-09,18:39:50,226
2024-03-09,18:39:51,225
2024-03-09,18:39:51,223
2024-03-09,18:39:52,227
2024-03-09,18:39:52,222
2024-03-09,18:39:53,223
2024-03-09,18:39:55,149
2024-03-09,18:39:56,126
2024-03-09,18:39:59,142
2024-03-09,18:40:00,146
2024-03-09,18:40:00,159
2024-03-09,18:40:01,169
2024-03-09,18:40:01,182
2024-03-09,18:40:02,202
2024-03-09,18:40:03,215
2024-03-09,18:40:03,212
2024-03-09,18:40:04,222
2024-03-09,18:40:04,225
2024-03-09,18:40:05,222
2024-03-09,18:40:08,211
2024-03-09,18:40:09,214
2024-03-09,18:40:09,203
2024-03-09,18:40:10,206
2024-03-09,18:40:11,207
2024-03-09,18:40:11,211
2024-03-09,18:40:12,212
2024-03-09,18:40:12,225
2024-03-09,18:40:13,226
2024-03-09,18:40:13,223
2024-03-09,18:40:14,224
2024-03-09,18:40:14,226
2024-03-09,18:40:15,228
2024-03-09,18:40:15,227
2024-03-09,18:40:16,229
2024-03-09,18:40:16,227
2024-03-09,18:40:17,224
2024-03-09,18:40:18,221
2024-03-09,18:40:18,223
2024-03-09,18:40:19,224
2024-03-09,18:40:19,223
2024-03-09,18:40:20,225
2024-03-09,18:40:20,223
2024-03-09,18:40:21,222
2024-03-09,18:40:22,169
2024-03-09,18:40:23,151
2024-03-09,18:40:24,147
2024-03-09,18:40:24,145
2024-03-09,18:40:25,146
2024-03-09,18:40:25,147
2024-03-09,18:40:26,186
2024-03-09,18:40:26,224
2024-03-09,18:40:27,226
2024-03-09,18:40:27,227
2024-03-09,18:40:28,225
2024-03-09,18:40:28,223
2024-03-09,18:40:29,218
2024-03-09,18:40:29,222
2024-03-09,18:40:30,224
2024-03-09,18:40:30,223
2024-03-09,18:40:34,189
2024-03-09,18:40:35,192
2024-03-09,18:40:35,196
2024-03-09,18:40:36,191
2024-03-09,18:40:36,199
2024-03-09,18:40:37,204
2024-03-09,18:40:38,214
2024-03-09,18:40:38,213
2024-03-09,18:40:39,229
2024-03-09,18:40:39,225
2024-03-09,18:40:40,227
2024-03-09,18:40:40,225
2024-03-09,18:40:41,224
2024-03-09,18:40:41,225
2024-03-09,18:40:42,224
2024-03-09,18:40:43,199
2024-03-09,18:40:43,191
2024-03-09,18:40:44,188
2024-03-09,18:40:45,157
2024-03-09,18:40:46,146
2024-03-09,18:40:46,144
2024-03-09,18:40:47,154
2024-03-09,18:40:47,162
2024-03-09,18:40:48,161
2024-03-09,18:40:48,194
2024-03-09,18:40:49,218
2024-03-09,18:40:50,224
2024-03-09,18:40:50,223
2024-03-09,18:40:54,140
2024-03-09,18:40:55,146
2024-03-09,18:40:55,151
2024-03-09,18:40:56,165
2024-03-09,18:40:56,182
2024-03-09,18:40:57,202
2024-03-09,18:40:57,212
2024-03-09,18:40:58,229
2024-03-09,18:40:58,226
2024-03-09,18:40:59,225
2024-03-09,18:40:59,220
2024-03-09,18:41:00,223
2024-03-09,18:41:00,224
2024-03-09,18:41:01,222
2024-03-09,18:41:02,224
2024-03-09,18:41:02,223
2024-03-09,18:41:04,226
2024-03-09,18:41:04,221
2024-03-09,18:41:05,223
2024-03-09,18:41:06,221
2024-03-09,18:41:06,226
2024-03-09,18:41:07,184
2024-03-09,18:41:08,166
2024-03-09,18:41:09,163
2024-03-09,18:41:09,157
2024-03-09,18:41:10,159
2024-03-09,18:41:10,158
2024-03-09,18:41:11,190
2024-03-09,18:41:11,215
2024-03-09,18:41:12,225
2024-03-09,18:41:12,224
2024-03-09,18:41:13,223
2024-03-09,18:41:13,219
2024-03-09,18:41:14,227
2024-03-09,18:41:14,226
2024-03-09,18:41:15,224
2024-03-09,18:41:16,225
2024-03-09,18:41:16,227
2024-03-09,18:41:17,226
2024-03-09,18:41:17,224
2024-03-09,18:41:21,115
2024-03-09,18:41:22,120
2024-03-09,18:41:23,130
2024-03-09,18:41:23,146
2024-03-09,18:41:24,167
2024-03-09,18:41:24,195
2024-03-09,18:41:25,214
2024-03-09,18:41:25,223
2024-03-09,18:41:26,192
2024-03-09,18:41:27,181
2024-03-09,18:41:27,182
2024-03-09,18:41:28,166
2024-03-09,18:41:29,167
2024-03-09,18:41:29,157
2024-03-09,18:41:30,150
2024-03-09,18:41:31,145
2024-03-09,18:41:31,142
2024-03-09,18:41:32,153
2024-03-09,18:41:33,160
2024-03-09,18:41:33,159
2024-03-09,18:41:34,192
2024-03-09,18:41:34,220
2024-03-09,18:41:35,223
2024-03-09,18:41:35,219
2024-03-09,18:41:36,224
2024-03-09,18:41:36,225
2024-03-09,18:41:37,226
2024-03-09,18:41:37,225
2024-03-09,18:41:38,230
2024-03-09,18:41:38,229
2024-03-09,18:41:39,226
2024-03-09,18:41:39,227
2024-03-09,18:41:43,229
2024-03-09,18:41:44,227
2024-03-09,18:41:44,223
2024-03-09,18:41:45,206
2024-03-09,18:41:45,202
2024-03-09,18:41:46,204
2024-03-09,18:41:46,205
2024-03-09,18:41:47,210
2024-03-09,18:41:50,201
2024-03-09,18:41:51,200
2024-03-09,18:41:51,206
2024-03-09,18:41:52,203
2024-03-09,18:41:53,207
2024-03-09,18:41:53,213
2024-03-09,18:41:54,218
2024-03-09,18:41:54,216
2024-03-09,18:41:55,224
2024-03-09,18:41:55,225
2024-03-09,18:41:56,223
2024-03-09,18:41:56,224
2024-03-09,18:41:57,222
2024-03-09,18:41:57,225
2024-03-09,18:41:58,224
2024-03-09,18:41:59,214
2024-03-09,18:41:59,212
2024-03-09,18:42:00,215
2024-03-09,18:42:00,206
2024-03-09,18:42:01,203
2024-03-09,18:42:02,172
2024-03-09,18:42:03,160
2024-03-09,18:42:03,156
2024-03-09,18:42:04,154
2024-03-09,18:42:04,158
2024-03-09,18:42:06,139
2024-03-09,18:42:06,157
2024-03-09,18:42:07,169
2024-03-09,18:42:07,166
2024-03-09,18:42:08,168
2024-03-09,18:42:08,169
2024-03-09,18:42:09,196
2024-03-09,18:42:09,202
2024-03-09,18:42:10,219
2024-03-09,18:42:10,199
2024-03-09,18:42:14,218
2024-03-09,18:42:14,220
2024-03-09,18:42:15,222
2024-03-09,18:42:15,214
2024-03-09,18:42:16,212
2024-03-09,18:42:17,200
2024-03-09,18:42:17,196
2024-03-09,18:42:18,198
2024-03-09,18:42:18,206
2024-03-09,18:42:19,211
2024-03-09,18:42:20,202
2024-03-09,18:42:20,218
2024-03-09,18:42:24,211
2024-03-09,18:42:24,214
2024-03-09,18:42:25,201
2024-03-09,18:42:25,204
2024-03-09,18:42:26,209
2024-03-09,18:42:26,213
2024-03-09,18:42:28,181
2024-03-09,18:42:28,167
2024-03-09,18:42:29,163
2024-03-09,18:42:29,157
2024-03-09,18:42:31,128
2024-03-09,18:42:32,119
2024-03-09,18:42:32,115
2024-03-09,18:42:33,142
2024-03-09,18:42:33,147
2024-03-09,18:42:34,148
2024-03-09,18:42:34,187
2024-03-09,18:42:35,224
2024-03-09,18:42:35,225
2024-03-09,18:42:36,221
2024-03-09,18:42:36,225
2024-03-09,18:42:37,224
2024-03-09,18:42:37,223
2024-03-09,18:42:41,238
2024-03-09,18:42:42,234
2024-03-09,18:42:42,232
2024-03-09,18:42:46,223
2024-03-09,18:42:46,225
2024-03-09,18:42:47,219
2024-03-09,18:42:47,222
2024-03-09,18:42:48,225
2024-03-09,18:42:48,226
2024-03-09,18:42:49,218
2024-03-09,18:42:49,223
2024-03-09,18:42:50,210
2024-03-09,18:42:50,208
2024-03-09,18:42:51,206
2024-03-09,18:42:52,205
2024-03-09,18:42:52,212
2024-03-09,18:42:53,218
2024-03-09,18:42:53,221
2024-03-09,18:42:54,223
2024-03-09,18:42:54,224
2024-03-09,18:42:56,181
2024-03-09,18:42:56,169
2024-03-09,18:42:57,164
2024-03-09,18:42:57,160
2024-03-09,18:43:01,220
2024-03-09,18:43:01,223
2024-03-09,18:43:02,225
2024-03-09,18:43:02,213
2024-03-09,18:43:03,215
2024-03-09,18:43:03,213
2024-03-09,18:43:04,215
2024-03-09,18:43:04,214
2024-03-09,18:43:05,227
2024-03-09,18:43:08,124
2024-03-09,18:43:09,99
2024-03-09,18:43:10,89
2024-03-09,18:43:12,70
2024-03-09,18:43:14,62
2024-03-09,18:43:15,57
2024-03-09,18:43:15,55
2024-03-09,18:43:17,47
2024-03-09,18:43:19,44
2024-03-09,18:43:22,230
2024-03-09,18:43:23,231
2024-03-09,18:43:23,214
2024-03-09,18:43:24,215
2024-03-09,18:43:24,212
2024-03-09,18:43:25,213
2024-03-09,18:43:25,212
2024-03-09,18:43:26,229
2024-03-09,18:43:26,220
2024-03-09,18:43:27,214
2024-03-09,18:43:27,207
2024-03-09,18:43:28,205
2024-03-09,18:43:31,238
2024-03-09,18:43:32,235
2024-03-09,18:43:32,229
2024-03-09,18:43:33,228
2024-03-09,18:43:33,227
2024-03-09,18:43:34,225
2024-03-09,18:43:35,221
2024-03-09,18:43:35,226
2024-03-09,18:43:36,223
2024-03-09,18:43:38,135
2024-03-09,18:43:39,111
2024-03-09,18:43:43,182
2024-03-09,18:43:43,184
2024-03-09,18:43:44,187
2024-03-09,18:43:44,193
2024-03-09,18:43:45,200
2024-03-09,18:43:45,209
2024-03-09,18:43:49,225
2024-03-09,18:43:49,226
2024-03-09,18:43:50,219
2024-03-09,18:43:51,211
2024-03-09,18:43:51,213
2024-03-09,18:43:52,215
2024-03-09,18:43:52,213
2024-03-09,18:43:53,221
2024-03-09,18:43:53,229
2024-03-09,18:43:57,132
2024-03-09,18:43:58,137
2024-03-09,18:43:58,147
2024-03-09,18:43:59,161
2024-03-09,18:43:59,179
2024-03-09,18:44:00,204
2024-03-09,18:44:01,218
2024-03-09,18:44:01,226
2024-03-09,18:44:02,222
2024-03-09,18:44:02,224
2024-03-09,18:44:03,223
2024-03-09,18:44:03,220
2024-03-09,18:44:04,222
2024-03-09,18:44:04,228
2024-03-09,18:44:05,223
2024-03-09,18:44:05,220
2024-03-09,18:44:06,225
2024-03-09,18:44:06,226
2024-03-09,18:44:07,224
2024-03-09,18:44:08,226
2024-03-09,18:44:08,228
2024-03-09,18:44:09,226
2024-03-09,18:44:09,224
2024-03-09,18:44:10,218
2024-03-09,18:44:10,221
2024-03-09,18:44:11,204
2024-03-09,18:44:11,206
2024-03-09,18:44:12,193
2024-03-09,18:44:12,188
2024-03-09,18:44:13,191
2024-03-09,18:44:13,205
2024-03-09,18:44:14,202
2024-03-09,18:44:14,215
2024-03-09,18:44:15,222
2024-03-09,18:44:16,226
2024-03-09,18:44:16,232
2024-03-09,18:44:17,227
2024-03-09,18:44:17,229
2024-03-09,18:44:18,220
2024-03-09,18:44:18,215
2024-03-09,18:44:19,216
2024-03-09,18:44:19,219
2024-03-09,18:44:20,218
2024-03-09,18:44:20,222
2024-03-09,18:44:21,228
2024-03-09,18:44:21,227
2024-03-09,18:44:22,225
2024-03-09,18:44:23,223
2024-03-09,18:44:23,225
2024-03-09,18:44:24,226
2024-03-09,18:44:24,225
2024-03-09,18:44:25,181
2024-03-09,18:44:26,163
2024-03-09,18:44:27,158
2024-03-09,18:44:27,155
2024-03-09,18:44:28,156
2024-03-09,18:44:28,157
2024-03-09,18:44:29,189
2024-03-09,18:44:29,219
2024-03-09,18:44:30,227
2024-03-09,18:44:30,226
2024-03-09,18:44:31,225
2024-03-09,18:44:32,231
2024-03-09,18:44:34,150
2024-03-09,18:44:34,126
2024-03-09,18:44:38,191
2024-03-09,18:44:38,188
2024-03-09,18:44:39,192
2024-03-09,18:44:39,198
2024-03-09,18:44:40,203
2024-03-09,18:44:41,212
2024-03-09,18:44:41,222
2024-03-09,18:44:42,217
2024-03-09,18:44:42,214
2024-03-09,18:44:43,216
2024-03-09,18:44:43,198
2024-03-09,18:44:46,122
2024-03-09,18:44:47,101
2024-03-09,18:44:52,66
2024-03-09,18:44:52,68
2024-03-09,18:44:53,73
2024-03-09,18:44:53,86
2024-03-09,18:44:54,105
2024-03-09,18:44:54,136
2024-03-09,18:44:55,190
2024-03-09,18:44:56,223
2024-03-09,18:44:56,227
2024-03-09,18:44:57,226
2024-03-09,18:44:57,227
2024-03-09,18:44:58,228
2024-03-09,18:44:58,225
2024-03-09,18:44:59,226
2024-03-09,18:44:59,224
2024-03-09,18:45:00,221
2024-03-09,18:45:00,224
2024-03-09,18:45:01,225
2024-03-09,18:45:01,223
2024-03-09,18:45:02,225
2024-03-09,18:45:03,226
2024-03-09,18:45:03,223
2024-03-09,18:45:22,223
2024-03-09,18:45:23,114
2024-03-09,18:45:24,150
2024-03-09,18:45:25,152
2024-03-09,18:45:26,136
2024-03-09,18:45:27,142
2024-03-09,18:45:28,143
2024-03-09,18:45:29,184
2024-03-09,18:45:30,229
2024-03-09,18:45:31,235
2024-03-09,18:45:33,233
2024-03-09,18:45:34,235
2024-03-09,18:45:35,237
2024-03-09,18:45:36,235
2024-03-09,18:45:38,231
2024-03-09,18:45:41,135
2024-03-09,18:45:42,110
2024-03-09,18:45:44,79
2024-03-09,18:45:46,68
2024-03-09,18:45:49,184
2024-03-09,18:45:50,194
2024-03-09,18:45:51,205
2024-03-09,18:45:52,215
2024-03-09,18:45:53,176
2024-03-09,18:45:54,158
2024-03-09,18:45:55,133
2024-03-09,18:45:56,131
2024-03-09,18:45:57,170
2024-03-09,18:45:59,229
2024-03-09,18:46:00,234
2024-03-09,18:46:01,233
2024-03-09,18:46:02,180
2024-03-09,18:46:03,159
2024-03-09,18:46:04,150
2024-03-09,18:46:05,151
2024-03-09,18:46:06,155
2024-03-09,18:46:07,142
2024-03-09,18:46:08,130
2024-03-09,18:46:09,122
2024-03-09,18:46:10,112
2024-03-09,18:46:11,114
2024-03-09,18:46:12,118
2024-03-09,18:46:13,125
2024-03-09,18:46:14,140
2024-03-09,18:46:15,131
2024-03-09,18:46:16,136
2024-03-09,18:46:17,137
2024-03-09,18:46:18,130
2024-03-09,18:46:19,145
2024-03-09,18:46:20,130
